state,city,zip,address1,address2,latitude,longitude
OK,Tulsa,74137,2448 E. 81st St.,Suite 5150,36.046,-95.961
OK,Yukon,73099,10952 NW Expressway,Suite B,35.638,-97.853
OR,Beaverton,97005,12725 SW Millikan Way,Suite 220,45.523,-122.877
OR,Bend,97701,1051 NW. Bond St.,Suite 400,44.266,-121.519
OR,Bend,97701,131 NW. Hawthorne Ave.,Suite 208,44.266,-121.519
OR,Bend,97701,"The Jamison Building, 131 NW. Hawthorne Ave.",Suite 107,44.266,-121.519
OR,Coos Bay,97420,125 Central Ave.,Suite 350,43.512,-124.357
OR,Eugene,97401,405 E. 8th Ave.,#2030,44.092,-123.120
OR,Eugene,97401,405 E. 8th Ave.,Suite 2020,44.092,-123.120
OR,La Grande,97850,1211 Washington Ave.,,45.421,-118.407
OR,La Grande,97850,"SAC Annex Building, 105 Fir St.",Suite 201,45.421,-118.407
OR,Medford,97501,14 N. Central Ave.,Suite 112,42.386,-122.977
OR,Medford,97501,"Federal Courthouse, 310 W. 6th St.",Room 118,42.386,-122.977
OR,Oregon City,97045,621 High St.,,45.396,-122.657
OR,Pendleton,97801,310 SE. Second St.,Suite 105,45.834,-118.932
OR,Portland,97204,121 SW Salmon St.,Suite 1400,45.601,-122.745
OR,Portland,97232,911 N.E. 11th Ave.,Suite 200,45.570,-122.677
OR,Portland,97232,911 NE 11th Ave.,Suite 630,45.570,-122.677
OR,Roseburg,97470,612 SE. Jackson St.,Room 9,43.317,-123.393
OR,Salem,97301,161 High St. SE,Suite 250,44.984,-123.043
OR,Salem,97301,530 Center St. NE,Suite 415,44.984,-123.043
OR,Salem,97301,707 13th St. SE,Suite 285,44.984,-123.043
PA,Allentown,18101,840 Hamilton St.,Suite 301,40.608,-75.498
PA,Allentown,18103,1150 S. Cedar Crest Blvd,Suite 101,40.657,-75.548
PA,Bellefonte,16823,3555 Benner Pike.,Suite 101,41.014,-77.914
PA,Bellefonte,16823,817 E. Bishop St.,Suite C,41.014,-77.914
PA,Butler,16001,101 E. Diamond St.,Suite 218,41.020,-80.024
PA,Erie,16501,"United States Federal Building, 17 S. Park Row.",Suite B-120,42.130,-80.110
PA,Hanover,17331,118 Carlise Street,,41.226,-80.458
PA,Harrisburg,17101,200 N. Third St.,Suite 14A,40.266,-76.889
PA,Harrisburg,17101,"United States Federal Building, 228 Walnut St.",Suite 1104,40.266,-76.889
PA,Johnstown,15904,"Richland Square III, 1397 Eisenhower Blvd",Suite 302,40.376,-78.918
PA,Langhorne,19047,1717 Langhorne-Newtown Rd.,Suite 400,40.222,-74.980
PA,McKeesport,15132,627 Lysle Blvd.,,40.362,-79.879
PA,Philadelphia,19103,2000 Market St.,Suite 610,40.040,-75.201
PA,Philadelphia,19106,"US Custom House, 200 Chestnut Street",Suite 600,40.048,-75.180
PA,Philadelphia,19120,"One & Olney Shopping Center, 5675 N. Front St.",Suite 180,40.052,-75.159
PA,Philadelphia,19138,7174 Ogontz Ave.,,40.070,-75.194
PA,Philadelphia,19152,8572 Bustleton Ave.,,40.076,-75.239
PA,Pittsburgh,15203,2637 E. Carson St.,,40.509,-80.125
PA,Pittsburgh,15219,"Grant Building, 310 Grant St.",Suite 2415,40.552,-80.126
PA,Scranton,18503,226 Wyoming Ave.,,41.442,-75.670
PA,Sharon,16146,33 Chestnut Ave.,,41.252,-80.519
PA,Wilkes-Barre,18702,7 North Wilkes-Barre Boulevard,Suite 406,41.299,-75.948
PA,Wormleysburg,17043,730 N. Front St.,,40.267,-76.911
RI,Cranston,02920,1000 Chapel View Blvd.,Suite 290,41.847,-71.496
RI,Pawtucket,02860,1070 Main St.,Suite 300,41.894,-71.421
RI,Providence,02903,170 Westminster St.,Suite 200,41.857,-71.489
SC,Aiken,29801,1930 University Pky.,Suite 1600,33.674,-81.808
SC,Anderson,29625,303 W. Beltline Blvd.,,34.613,-82.827
SC,Clinton,29325,100 Plaza Circle,Suite A1,34.565,-81.964
SC,Columbia,29201,1225 Lady St.,Suite 200,34.133,-81.062
SC,Columbia,29201,1901 Main St.,Suite 1425,34.133,-81.062
SC,Columbia,29201,508 Hampton St.,Suite 202,34.133,-81.062
SC,Florence,29501,1831 W. Evans St.,Suite 300,34.273,-79.912
SC,Florence,29501,"McMillan Federal Building, 401 W. Evans St.",Suite 111,34.273,-79.912
SC,Gaffney,29340,"Cherokee Admin. Building, 110 Railroad Ave.",,35.105,-81.749
SC,Greenville,29601,104 S. Main St.,Suite 803,34.880,-82.422
SC,Greenville,29601,130 S. Main St.,7th Floor,34.880,-82.422
SC,Kingstree,29556,130 W. Main St.,,33.743,-79.936
SC,Myrtle Beach,29577,2411 N. Oak St.,Suite 405,33.743,-78.974
SC,North Charleston,29406,2500 City Hall Ln.,3rd Floor Suite,32.984,-80.291
SC,Pendleton,29670,124 Exchange St.,Suite A,34.700,-82.812
SC,Rock Hill,29730,235 E. Main St.,Suite 100,34.970,-81.162
SC,Rock Hill,29730,454 South Anderson Rd.,Suite 302 B,34.970,-81.162
SC,Santee,29142,176 Brooks Blvd.,,33.522,-80.611
SC,West Columbia,29169,1700 Sunset Blvd. (US 378),Suite 1,34.022,-81.148
SD,Aberdeen,57401,320 S. 1st St.,Suite 101,45.567,-98.660
SD,Aberdeen,57401,514 S. Main St.,Suite 100,45.567,-98.660
SD,Pierre,57501,111 W. Capitol Ave.,Suite 210,44.750,-100.507
SD,Rapid City,57701,1313 W. Main St.,,44.199,-103.253
SD,Rapid City,57701,246 Founders Park Dr.,Suite 102,44.199,-103.253
SD,Sioux Falls,57104,320 N. Main Ave.,Suite A,43.651,-96.786
SD,Sioux Falls,57108,5015 S. Bur Oak Place,,43.615,-96.787
TN,Athens,37303,6 E. Madison Ave.,,35.552,-84.824
TN,Blountville,37617,"Tri-Cities Regional Airport, 2525 Highway 75",Suite 101,36.594,-82.457
TN,Chattanooga,37402,10 West M. L. King Blvd,6th Floor,35.072,-85.321
TN,Chattanooga,37402,900 Georgia Ave.,Suite 126,35.072,-85.321
TN,Chattanooga,37402,"Joel E. Soloman Federal Building, 900 Georgia Ave.",#260,35.072,-85.321
TN,Cleveland,37311,301 Keith St.,Suite 212,35.195,-84.974
TN,Columbia,38401,711 N. Garden St.,,35.818,-87.216
TN,Jackson,38301,117 North Liberty Street,,35.692,-89.062
TN,Jackson,38305,111 Murray Guard Dr.,Suite D,35.795,-88.968
TN,Kingsport,37660,205 Revere St.,,36.594,-82.654
TN,Knoxville,37902,"Howard H. Baker, Jr., U.S. Courthouse, 800 Market St.",#112,35.970,-83.926
TN,Memphis,38103,"Clifford Davis-Odell Horton Federal Building, 167 N. Main St.",#1068,35.181,-90.070
TN,Memphis,38103,"The Clifford Davis/Odell Horton Federal Building, 167 N. Main St.",Suite 369,35.181,-90.070
TN,Memphis,38119,5900 Poplar Ave.,Suite 202,35.108,-89.895
TN,Morristown,37813,1609 Walters State CC Dr.,Suite 4,36.237,-83.382
TN,Murfreesboro,37130,305 W. Main St.,,36.512,-86.874
TN,Nashville,37203,3322 W. End Ave.,#120,36.190,-86.822
TN,Nashville,37219,605 Church St.,,36.173,-86.872
TN,Oak Ridge,37830,200 Administration Rd.,Suite 100,36.059,-84.429
TN,Winchester,37398,"Federal Building, 200 S. Jefferson St.",Suite 311,35.286,-86.346
TX,Abilene,79602,500 Chestnut St.,Suite 819,32.448,-99.749
TX,Alice,78332,500 E. Main,,27.890,-98.234
TX,Amarillo,79101,620 S. Taylor St.,Suite 200,35.228,-101.856
TX,Austin,78701,1005 Congress Ave.,Suite 925,30.514,-97.822
TX,Austin,78701,300 E. 8th St.,Suite 763,30.514,-97.822
TX,Austin,78701,300 E 8th,Suite 961,30.514,-97.822
TX,Austin,78701,"Chase Tower, 221 W. Sixth St.",Suite 1530,30.514,-97.822
TX,Austin,78728,14205 Burnet Rd,Suite 230,30.477,-97.732
TX,Beaumont,77701,505 Orleans St.,Suite 103,30.094,-94.137
TX,Benavides,78341,131 W. Main St.,,27.600,-98.414
TX,Brenham,77833,2000 S. Market St.,Suite 303,30.342,-96.552
TX,Brownwood,76801,"Brownwood City Hall, 501 Center Ave.",,31.998,-99.171
TX,Bryan,77802,3000 Briarcrest Dr.,Suite 406,30.691,-96.367
TX,Corpus Christi,78401,101 N. Shoreline Blvd.,Suite 300,27.804,-97.411
TX,Dallas,75207,1825 Market Center Blvd.,Suite 440,32.981,-96.929
TX,Dallas,75208,"JP Morgan Chase Building, 1881 Sylvan Ave.",Suite 108,32.777,-96.856
TX,Dallas,75219,"Lee Park Tower II, 3626 N. Hall St.",Suite 410,32.823,-96.854
TX,Dallas,75244,5001 Spring Valley Rd.,Suite 1125 E,32.946,-96.855
TX,Deer Park,77536,203 Ivy Ave.,Suite 600,29.709,-95.142
TX,Del Rio,78840,1104 West 10th,,29.617,-101.036
TX,Eagle Pass,78852,100 S. Monroe St.,,28.774,-100.512
TX,Falfurrias,78355,217 E. Miller St.,Suite 200,27.289,-98.156
TX,Fort Stockton,79735,"Pecos County Courthouse, 103 West Callaghan",First Floor,30.954,-102.907
TX,Fort Worth,76107,1701 River Run Rd.,Suite 407,32.806,-97.462
TX,Fort Worth,76112,6707 Brentwood Stair Rd.,Suite 200,32.778,-97.245
TX,Harlingen,78550,222 E. Van Buren,Suite 404,26.281,-97.793
TX,Houston,77002,"The Mickey Leland Federal Building, 1919 Smith St.",Suite 9047,29.783,-95.425
TX,Houston,77007,5300 Memorial Dr.,Suite 980,29.880,-95.644
TX,Houston,77020,4300 Lyons Ave.,,29.793,-95.351
TX,Houston,77054,3003 South Loop West,Suite 460,29.796,-95.436
TX,Huntsville,77340,1300 11th St.,Suite 400,30.752,-95.738
TX,Irving,75063,9901 E. Valley Ranch Pkwy.,Suite 2060,32.948,-97.019
TX,Katy,77449,"Katy Commerce Center, 1773 Westborough Dr.",Suite 223,29.879,-95.775
TX,Lake Dallas,75065,2000 S. Stemmons Fwy.,Suite 200,33.143,-97.058
TX,Laredo,78041,602 E. Calton Rd.,Suite 2,27.615,-99.520
TX,Lubbock,79401,1312 Texas Ave.,Suite 219,33.655,-101.963
TX,Lubbock,79401,"Wells Fargo Center, 1500 Broadway",Suite 1230,33.655,-101.963
TX,Lufkin,75901,300 E. Shepherd,Suite 210,31.453,-94.751
TX,Marshall,75670,102 W. Houston St.,,32.674,-94.507
TX,McAllen,78501,200 S. 10th St.,Suite 1603,26.299,-98.278
TX,Midland,79705,6 Desta Dr.,Suite 2000,32.079,-102.134
TX,Mission,78572,117 E. Tom Landry,,27.615,-99.288
TX,Nacogdoches,75961,101 W. Main,Suite 160,31.704,-94.710
TX,Odessa,79761,"City Hall, 411 W. 8th St.",5th Floor,31.880,-102.387
TX,Orange,77630,1201 Childers Rd.,,30.130,-93.979
TX,Round Rock,78664,1717 North IH 35,Suite 303,30.562,-97.688
TX,San Angelo,76903,33 E. Twohig,Suite 307,31.532,-100.478
TX,San Antonio,78205,217 W. Travis St.,,29.435,-98.497
TX,San Antonio,78205,600 Navarro,Suite 210,29.435,-98.497
TX,San Antonio,78205,615 E. Houston St.,Suite 563,29.435,-98.497
TX,San Antonio,78230,9901 Ih-10w,Suite 950,29.579,-98.594
TX,San Benito,78586,1390 W. Expressway 83,,26.188,-97.804
TX,San Diego,78384,404 S. Mier St.,,27.768,-98.254
TX,Sherman,75090,100 W. Houston St.,1st Floor,33.700,-96.643
TX,Socorro,79927,124 S. Horizon,,31.689,-106.306
TX,Temple,76502,6544 S General Bruce Dr,B,31.203,-97.500
TX,Texarkana,75599,"Texarkana College – Health Science Building, 2600 N. Robison Rd.",Suite 190,33.447,-94.077
TX,Tomball,77375,"Rosewood Professional Building, 990 Village Sq.",Suite B,30.163,-95.643
TX,Tyler,75701,1121 ESE Loop 323,Suite 206,32.344,-95.341
TX,Tyler,75702,305 S. Broadway,Suite 501,32.387,-95.349
TX,Tyler,75702,"Regions Bank Building, 100 E. Ferguson St.",Suite 1004,32.387,-95.349
TX,Victoria,77904,5606 N. Navarro St.,Suite 203,28.986,-97.086
TX,Waco,76701,400 Austin Ave.,Suite 302,31.561,-97.149
TX,Weslaco,78596,301 W. Railroad,,26.27,-98.021
TX,Wichita Falls,76308,2525 Kell Blvd.,Suite 406,33.889,-98.561
TX,Woodville,75979,"Tyler County Courthouse, 100 W. Bluff Dr.",,30.848,-94.547
UT,Brigham City,84302,6 N. Main St.,,41.624,-112.096
UT,Ogden,84401,"Federal Building, 324 25th St.",1017,41.296,-112.101
UT,Ogden,84401,"James V. Hansen Federal Building, 324 25th St.",Suite 1410,41.296,-112.101
UT,Salt Lake City,84111,420 East South Temple,#390,40.775,-111.923
UT,St. George,84770,285 W. Tabernacle,Suite 200,37.449,-113.641
UT,Vernal,84078,152 E. 100 N.,,40.577,-109.722
VA,Abingdon,24210,121 Russell Rd.,Suite 2,36.835,-82.166
VA,Abingdon,24210,323 W. Main St.,,36.835,-82.166
VA,Big Stone Gap,24219,"Federal Courthouse, 322 E. Wood Ave",,36.906,-82.847
VA,Christiansburg,24073,17 W. Main St.,,37.203,-80.525
VA,Danville,24541,308 Craghead Street,Suite 102A,36.685,-79.617
VA,Manassas,20110,9408 Grant Avenue,Suite 202,38.782,-77.537
VA,Mechanicsville,23111,6501 Mechanicsville Tpke,Suite 102,37.660,-77.399
VA,Newport News,23607,2600 Washington Ave.,Suite 1010,37.077,-76.488
VA,Norfolk,23510,101 W. Main St.,Suite 7771,36.914,-76.305
VA,Richmond,23219,919 E. Main St.,Suite 630,37.645,-77.550
VA,Richmond,23219,919 E. Main St.,Suite 970,37.645,-77.550
VA,Richmond,23220,110 North Robinson Street,Suite 401,37.619,-77.626
VA,Roanoke,24011,110 Kirk Ave. SW,,37.272,-79.944
VA,Roanoke,24011,611 S. Jefferson St.,Suite 5B,37.272,-79.944
VA,Stafford,22556,95 Dunn Dr.,Suite 201,38.526,-77.574
VA,Suffolk,23434,131 N. Saratoga Street,Suite B,36.852,-76.712
VA,Vienna,22182,8000 Towers Crescent Dr.,Suite 200,38.976,-77.315
VA,Virginia Beach,23462,222 Central Park Ave.,Suite 120,36.889,-76.193
VA,Woodbridge,22192,2241-D Tacketts Mill Drive,,38.717,-77.378
VT,Burlington,05401,128 Lakeside Ave.,Suite 235,44.528,-73.272
VT,Burlington,05401,1 Church St.,3rd Floor,44.528,-73.272
VT,Montpelier,05602,87 State St.,Room 338,44.342,-72.678
VT,St. Johnsbury,05819,357 Western Ave.,Suite 1B,44.504,-72.086
WA,Bellingham,98225,119 N. Commercial St.,Suite 275,48.795,-122.578
WA,Bothell,98021,"Canyon Park Business Center, Bldg E, 22121 17th Ave SE",Suite 220,47.812,-122.265
WA,Bremerton,98337,345 6th St.,Suite 500,47.577,-122.647
WA,Chehalis,98532,"Chehalis City Hall Building, 350 N. Market Blvd.",,46.715,-123.296
WA,Colville,99114,555 S. Main St.,,48.992,-118.050
WA,Everett,98201,2930 Wetmore Ave.,Suite 9B,48.027,-122.243
WA,Everett,98201,2930 Wetmore Ave.,Suite 9D,48.027,-122.243
WA,Everett,98201,"Wall Street Building, 2930 Wetmore Ave.",Suite 9F,48.027,-122.243
WA,Lacey,98503,"Lacey City Hall, 420 College St. SE",Suite 3000,47.053,-122.895
WA,Mount Vernon,98273,204 W. Montgomery St.,,48.498,-122.482
WA,Port Angeles,98362,332 E. 5th St.,,48.135,-123.525
WA,Renton,98057,"Evergreen Building, 15 S. Grady Way",Suite 101,47.499,-122.246
WA,Richland,99352,825 Jadwin Ave.,Suite 206,46.284,-119.360
WA,Richland,99354,3100 George Washington Way,#130,46.349,-119.337
WA,Seattle,98101,1904 3rd Ave.,Suite 510,47.701,-122.507
WA,Seattle,98174,915 Second Ave.,Suite 3206,47.676,-122.338
WA,Seattle,98174,"Jackson Federal Building, 915 2nd Ave.",#2988,47.676,-122.338
WA,Spokane,99201,10 North Post Street,Suite 625,47.673,-117.461
WA,Spokane,99201,10 N. Post St.,Suite 600,47.673,-117.461
WA,Spokane,99201,920 W. Riverside Ave.,Suite 697,47.673,-117.461
WA,Tacoma,98402,950 Pacific Ave.,Suite 1230,47.297,-122.506
WA,Tacoma,98402,950 Pacific Ave.,Suite 615,47.297,-122.506
WA,Tacoma,98402,950 Pacific Ave.,Suite 650,47.297,-122.506
WA,Vancouver,98661,1313 Officers Row,,45.678,-122.682
WA,Vancouver,98661,"O.O. Howard House (Officers' Row), 750 Anderson St.",Suite B,45.678,-122.682
WA,Vancouver,98661,"The Marshall House, 1323 Officer's Row",,45.678,-122.682
WA,Walla Walla,99362,26 E. Main St.,Suite 2,46.191,-118.580
WA,Yakima,98901,402 E Yakima Ave,Suite 1000,46.755,-120.514
WA,Yakima,98901,402 E. Yakima Ave.,Suite 420,46.755,-120.514
WI,Beloit,53511,100 State St.,3rd floor,43.135,-89.431
WI,Eau Claire,54701,131 S. Barstow St.,Suite 301,44.820,-91.662
WI,Eau Claire,54701,500 South Barstow St.,Suite LL2,44.820,-91.662
WI,Fond du Lac,54935,24 W. Pioneer Rd.,,43.820,-88.507
WI,Green Bay,54303,1039 W. Mason,Suite 119,44.568,-89.656
WI,Hayward,54843,15569 Railroad St.,Suite 302,46.138,-91.626
WI,La Crosse,54601,205 5th Avenue South,Room 216,43.863,-91.268
WI,La Crosse,54601,205 Fifth Ave. S.,Suite 400,43.863,-91.268
WI,Madison,53703,10 E. Doty St.,Suite 405,43.266,-89.826
WI,Madison,53703,30 W. Mifflin St.,Suite 700,43.266,-89.826
WI,Madison,53718,5315 Wall St.,Suite 110,43.211,-89.542
WI,Milwaukee,53202,316 N. Milwaukee St.,Suite 406,43.187,-89.513
WI,Milwaukee,53202,517 E. Wisconsin Ave.,Suite 408,43.187,-89.513
WI,Milwaukee,53203,633 W. Wisconsin Ave.,Suite 1920,43.180,-89.387
WI,Oshkosh,54901,219 Washington Ave.,Suite 100,44.109,-88.563
WI,Somers,53171,"Somers Village/Town Hall, 7511 12th Street",,42.639,-87.909
WI,Wausau,54401,2100 Stewart Ave.,Suite 250 B,45.046,-89.799
WI,Wausau,54403,208 Grand Ave.,,45.104,-89.655
WV,Beckley,25801,220 N. Kanawha St.,Suite 1,37.933,-81.371
WV,Charleston,25301,405 Capitol St.,Suite 514,38.364,-81.708
WV,Charleston,25301,500 Virgina Street East,Suite 950,38.364,-81.708
WV,Fairmont,26554,230 Adams St.,,39.563,-80.243
WV,Martinsburg,25401,300 Foxcroft Ave.,Suite 101,39.494,-78.024
WV,Martinsburg,25401,300 Foxcroft Ave.,Suite 202A,39.494,-78.024
WV,Martinsburg,25404,261 Aikens Ctr.,Suite 305,39.543,-77.969
WV,Morgantown,26501,48 Donley St.,Suite 504,39.719,-80.108
WV,Morgantown,26505,709 Beechurst Ave.,Suite 29,39.678,-79.990
WV,Parkersburg,26101,408 Market St.,,39.324,-81.635
WV,Wheeling,26003,"Horne Building, 1100 Main St.",Suite 101,40.176,-80.736
WY,Casper,82601,100 E. B St.,Suite 2004,43.112,-106.460
WY,Casper,82601,"Dick Cheney Federal Building, 100 E. B St.",Suite 3201,43.112,-106.460
WY,Casper,82602,100 East B Street,Room 4003,42.889,-106.357
WY,Cheyenne,82001,2120 Capitol Ave.,Suite 2013,41.162,-104.871
WY,Cheyenne,82001,2120 Capitol Ave.,Suite 8005,41.162,-104.871
WY,Cody,82414,1285 Sheridan Ave.,Suite 210,44.870,-109.710
WY,Gillette,82716,300 S. Gillette Ave.,Suite 2001,44.899,-105.794
WY,Jackson,83002,"P.O. Box 12470, 1110 Maple Way",Suite G,43.593,-110.819
WY,Riverton,82501,324 E. Washington Ave.,,43.302,-108.677
WY,Rock Springs,82901,"Commerce Bank, 1575 Dewar Drive",Suite 218,41.698,-109.333
WY,Sheridan,82801,45 E. Loucks St.,Suite 300 F,44.966,-107.177
